Date,Salesperson,Customer,Car Make,Car Year,Original manufacture sale,Car Tax rate,Gov Income,Profit Rate,Profit Income,Sale Price,Commission Rate,Commission Earned,Company Revenue
8/3/2017,Nancy King,Customer_94553,Tesla,2020,44529.12,0.15,6679.368,0.25,12802.122,64010.61,0.02,1280.2122,18201.2778
11/5/2007,Margaret Lopez,Customer_94555,Toyota,2019,14537.328,0.15,2180.5992,0.25,4179.4818,20897.41,0.04,835.89636,5524.18564
5/23/2013,Linda Anderson,Customer_94557,Honda,2020,20523.36,0.15,3078.504,0.25,5900.466,29502.33,0.04,1180.0932,7798.8768
6/8/2014,Nancy King,Customer_94559,Nissan,2021,26171.712,0.15,3925.7568,0.25,7524.3672,37621.84,0.12,4514.62032,6935.50768
7/4/2012,Patricia Wilson,Customer_94561,BMW,2018,33983.148,0.15,5097.4722,0.25,9770.15505,48850.78,0.09,4396.569773,10471.06223
10/29/2010,Joseph Scott,Customer_94563,Toyota,2020,15696.12,0.15,2354.418,0.25,4512.6345,22563.17,0.1,2256.31725,4610.73275
4/11/2015,Ryan Robinson,Customer_94564,Honda,2024,30392.91,0.15,4558.9365,0.25,8737.961625,43689.81,0.11,4805.878894,8491.021106
6/22/2012,Dorothy Hall,Customer_94565,Mercedes,2016,173918.574,0.15,26087.7861,0.25,50001.59003,250007.95,0.11,27500.87451,48588.50149
3/29/2012,Karen Green,Customer_94566,Honda,2016,18909.576,0.15,2836.4364,0.25,5436.5031,27182.52,0.02,543.65031,7729.29369
12/20/2023,David Williams,Customer_94567,Lamborghini,2016,512000.82,0.15,76800.123,0.25,147200.2358,736001.18,0.11,80960.12966,143040.2303
9/4/2015,Nancy King,Customer_94568,Toyota,2020,26293.344,0.15,3944.0016,0.25,7559.3364,37796.68,0.12,4535.60184,6967.73416
3/21/2015,Barbara Garcia,Customer_94571,Honda,2023,17440.92,0.15,2616.138,0.25,5014.2645,25071.32,0.08,2005.7058,5624.6942
11/17/2009,Edward Adams,Customer_94572,Mercedes,2019,370738.866,0.15,55610.8299,0.25,106587.424,532937.12,0.09,47964.34079,114233.9132
7/24/2010,Richard Pierce,Customer_94574,Honda,2024,21518.28,0.15,3227.742,0.25,6186.5055,30932.53,0.05,1546.626375,7867.623625
3/18/2013,Jessica Brown,Customer_94575,Nissan,2016,31301.16,0.15,4695.174,0.25,8999.0835,44995.42,0.15,6749.312625,6944.947375
10/3/2016,William Young,Customer_94576,Nissan,2021,23999.844,0.15,3599.9766,0.25,6899.95515,34499.78,0.13,4484.970848,6014.965152
3/25/2016,Donna Lee,Customer_94578,Toyota,2019,14400.99,0.15,2160.1485,0.25,4140.284625,20701.42,0.15,3105.213469,3195.216531
4/23/2014,Susan Martinez,Customer_94580,Mazda,2019,33807.114,0.15,5071.0671,0.25,9719.545275,48597.73,0.13,6317.704429,8472.911571
10/26/2015,Richard Pierce,Customer_94581,Mazda,2024,21977.532,0.15,3296.6298,0.25,6318.54045,31592.7,0.02,631.854045,8983.313955
3/12/2007,Karen Green,Customer_94582,Chevrolet,2022,15974.244,0.15,2396.1366,0.25,4592.59515,22962.98,0.07,1607.408303,5381.327697
8/28/2016,Susan Martinez,Customer_94585,Chevrolet,2020,16875.288,0.15,2531.2932,0.25,4851.6453,24258.23,0.02,485.16453,6897.77747
11/15/2015,Edward Adams,Customer_94586,Mazda,2018,24152.904,0.15,3622.9356,0.25,6943.9599,34719.8,0.08,2777.58396,7789.31204
10/28/2014,Donna Lee,Customer_94588,Honda,2018,19461.96,0.15,2919.294,0.25,5595.3135,27976.57,0.05,1398.828375,7115.781625
6/3/2017,Patricia Wilson,Customer_94589,BMW,2017,61271.61,0.15,9190.7415,0.25,17615.58788,88077.94,0.03,2642.338181,24163.99182
6/1/2017,Patricia Wilson,Customer_94591,BMW,2024,56988.048,0.15,8548.2072,0.25,16384.0638,81920.32,0.04,3276.81276,21655.45924
1/4/2011,Jacob Walker,Customer_94592,BMW,2021,31845.24,0.15,4776.786,0.25,9155.5065,45777.53,0.05,2288.876625,11643.41338
5/22/2014,Elizabeth Thomas,Customer_94593,Toyota,2016,13712.328,0.15,2056.8492,0.25,3942.2943,19711.47,0.08,1576.91772,4422.22428
4/18/2015,Margaret Lopez,Customer_94594,Honda,2018,19633.752,0.15,2945.0628,0.25,5644.7037,28223.52,0.08,2257.88148,6331.88652
9/17/2010,Ryan Robinson,Customer_94595,Ford,2019,48018.096,0.15,7202.7144,0.25,13805.2026,69026.01,0.08,5522.08104,15485.83296
6/16/2007,Nancy King,Customer_94596,Honda,2020,15215.028,0.15,2282.2542,0.25,4374.32055,21871.6,0.06,1312.296165,5344.275835
10/11/2016,William Young,Customer_94598,Chevrolet,2016,16727.796,0.15,2509.1694,0.25,4809.24135,24046.21,0.02,480.924135,6837.489865
2/24/2013,Susan Martinez,Customer_94599,Honda,2019,31350.66,0.15,4702.599,0.25,9013.31475,45066.57,0.1,4506.657375,9209.252625
2/4/2009,Elizabeth Thomas,Customer_94601,Honda,2015,30572.256,0.15,4585.8384,0.25,8789.5236,43947.62,0.04,1757.90472,11617.45928
4/18/2011,Susan Martinez,Customer_94602,Chevrolet,2016,26608.176,0.15,3991.2264,0.25,7649.8506,38249.25,0.08,3059.94024,8581.13376
8/5/2006,Kevin Lewis,Customer_94605,Ford,2021,59931.252,0.15,8989.6878,0.25,17230.23495,86151.17,0.09,7753.605728,18466.31227
8/8/2011,Anthony Hernandez,Customer_94606,Nissan,2019,25529.772,0.15,3829.4658,0.25,7339.80945,36699.05,0.07,2568.933308,8600.344692
1/12/2012,Jessica Brown,Customer_94607,Honda,2020,17099.424,0.15,2564.9136,0.25,4916.0844,24580.42,0.08,1966.43376,5514.56224
11/29/2007,David Williams,Customer_94609,Lamborghini,2016,161404.464,0.15,24210.6696,0.25,46403.7834,232018.92,0.04,9280.75668,61333.69932
10/4/2014,Joseph Scott,Customer_94611,Toyota,2015,27016.74,0.15,4052.511,0.25,7767.31275,38836.56,0.09,3495.290738,8324.529262
4/11/2013,Margaret Lopez,Customer_94612,Toyota,2017,19874.988,0.15,2981.2482,0.25,5714.05905,28570.3,0.14,3999.841335,4695.470665
1/24/2007,James Miller,Customer_94613,Honda,2022,27719.496,0.15,4157.9244,0.25,7969.3551,39846.78,0.08,3187.74204,8939.54196
12/7/2009,Barbara Garcia,Customer_94614,Honda,2024,26315.58,0.15,3947.337,0.25,7565.72925,37828.65,0.07,2648.005238,8865.064762
7/16/2011,Matthew White,Customer_94617,Ford,2022,65384.22,0.15,9807.633,0.25,18797.96325,93989.82,0.1,9398.981625,19206.61838
6/19/2015,Anthony Hernandez,Customer_94618,Nissan,2015,28687.608,0.15,4303.1412,0.25,8247.6873,41238.44,0.08,3299.07492,9251.75708
11/24/2023,Margaret Lopez,Customer_94620,Honda,2016,19473.3,0.15,2920.995,0.25,5598.57375,27992.87,0.05,1399.643438,7119.926562
6/20/2014,Jennifer Davis,Customer_94621,Nissan,2020,13874.112,0.15,2081.1168,0.25,3988.8072,19944.04,0.11,2193.84396,3876.08404
1/8/2009,Susan Martinez,Customer_94622,Nissan,2016,31682.64,0.15,4752.396,0.25,9108.759,45543.8,0.1,4554.3795,9306.7805
9/12/2023,Emily Johnson,Customer_94624,Ford,2020,43661.904,0.15,6549.2856,0.25,12552.7974,62763.99,0.04,2510.55948,16591.52652
2/20/2015,Richard Pierce,Customer_94626,Honda,2021,15378.336,0.15,2306.7504,0.25,4421.2716,22106.36,0.08,1768.50864,4959.51536
3/21/2023,Susan Martinez,Customer_94627,Honda,2015,21715.2,0.15,3257.28,0.25,6243.12,31215.6,0.04,1248.624,8251.776
4/5/2013,Jennifer Davis,Customer_94628,Mazda,2024,15961.68,0.15,2394.252,0.25,4588.983,22944.92,0.05,1147.24575,5835.99425
6/10/2007,Christopher Martinez,Customer_94629,Chevrolet,2019,18917.598,0.15,2837.6397,0.25,5438.809425,27194.05,0.03,815.8214138,7460.630586
12/20/2010,Margaret Lopez,Customer_94631,Mercedes,2015,391476.288,0.15,58721.4432,0.25,112549.4328,562747.16,0.12,67529.65968,103741.2123
4/11/2010,David Williams,Customer_94632,Honda,2019,17813.094,0.15,2671.9641,0.25,5121.264525,25606.32,0.13,3328.821941,4464.404059
10/10/2016,Edward Adams,Customer_94634,BMW,2017,25991.844,0.15,3898.7766,0.25,7472.65515,37363.28,0.03,1120.898273,10250.53773
12/26/2013,Karen Green,Customer_94635,Mazda,2021,17111.184,0.15,2566.6776,0.25,4919.4654,24597.33,0.03,737.91981,6748.22619
7/28/2017,Barbara Garcia,Customer_94636,Tesla,2023,33109.452,0.15,4966.4178,0.25,9518.96745,47594.84,0.13,6187.328843,8298.059157
8/13/2012,Mary Butler,Customer_94637,Ford,2020,29459.178,0.15,4418.8767,0.25,8469.513675,42347.57,0.11,4658.232521,8230.159479
5/26/2011,Jennifer Davis,Customer_94638,Chevrolet,2022,16709.94,0.15,2506.491,0.25,4804.10775,24020.54,0.11,2642.259263,4668.340737
3/14/2011,Margaret Lopez,Customer_94639,Chevrolet,2023,23584.68,0.15,3537.702,0.25,6780.5955,33902.98,0.05,1695.148875,8623.151125
8/22/2023,Karen Green,Customer_94640,Mazda,2021,17378.496,0.15,2606.7744,0.25,4996.3176,24981.59,0.13,3247.60644,4355.48756
2/28/2006,John Smith,Customer_94641,Toyota,2020,22081.656,0.15,3312.2484,0.25,6348.4761,31742.38,0.09,2856.814245,6803.909755
1/31/2011,Matthew White,Customer_94645,Ford,2015,48980.754,0.15,7347.1131,0.25,14081.96678,70409.83,0.13,9153.278404,12275.7976
3/12/2009,Jacob Walker,Customer_94648,Honda,2021,24534.786,0.15,3680.2179,0.25,7053.750975,35268.75,0.13,4584.938134,6149.025866
8/24/2013,Patricia Wilson,Customer_94649,Honda,2018,28169.802,0.15,4225.4703,0.25,8098.818075,40494.09,0.11,4454.349941,7869.938059
6/6/2017,Elizabeth Thomas,Customer_94650,Mazda,2016,26081.352,0.15,3912.2028,0.25,7498.3887,37491.94,0.08,2999.35548,8411.23252
11/9/2017,Kevin Lewis,Customer_94651,Honda,2020,19455.48,0.15,2918.322,0.25,5593.4505,27967.25,0.02,559.34505,7952.42495
5/18/2007,Margaret Lopez,Customer_94652,Honda,2017,29728.272,0.15,4459.2408,0.25,8546.8782,42734.39,0.03,1282.03173,11724.08627
11/29/2006,Karen Green,Customer_94653,Honda,2022,21217.794,0.15,3182.6691,0.25,6100.115775,30500.58,0.03,915.0173663,8367.768634
8/6/2016,Edward Adams,Customer_94654,Toyota,2020,17249.4,0.15,2587.41,0.25,4959.2025,24796.01,0.11,2727.561375,4819.048625
8/22/2006,John Smith,Customer_94655,Chevrolet,2018,23718.864,0.15,3557.8296,0.25,6819.1734,34095.87,0.04,1363.83468,9013.17132
11/12/2010,Edward Adams,Customer_94656,Honda,2019,20876.364,0.15,3131.4546,0.25,6001.95465,30009.77,0.14,4201.368255,4932.037745
7/18/2006,Margaret Lopez,Customer_94657,Chevrolet,2016,28149.156,0.15,4222.3734,0.25,8092.88235,40464.41,0.11,4451.085293,7864.168707
10/10/2013,Susan Martinez,Customer_94659,Mazda,2021,17965.092,0.15,2694.7638,0.25,5164.96395,25824.82,0.06,1549.489185,6310.238815
7/31/2012,Anthony Hernandez,Customer_94662,Honda,2020,28571.664,0.15,4285.7496,0.25,8214.3534,41071.77,0.06,2464.30602,10035.79998
10/23/2012,Margaret Lopez,Customer_94663,BMW,2018,56340.396,0.15,8451.0594,0.25,16197.86385,80989.32,0.14,11338.5047,13310.4193
1/17/2011,Daniel Taylor,Customer_94664,Nissan,2021,13204.656,0.15,1980.6984,0.25,3796.3386,18981.69,0.07,1328.71851,4448.31549
4/9/2006,Elizabeth Thomas,Customer_94666,Ford,2019,60142.068,0.15,9021.3102,0.25,17290.84455,86454.22,0.14,12103.59119,14208.56081
3/15/2023,Mary Butler,Customer_94667,Chevrolet,2017,33641.856,0.15,5046.2784,0.25,9672.0336,48360.17,0.14,6770.42352,7947.89048
8/2/2006,Emily Johnson,Customer_94668,BMW,2020,29540.448,0.15,4431.0672,0.25,8492.8788,42464.39,0.12,5095.72728,7828.21472
3/13/2010,Sandra Moore,Customer_94669,Ford,2015,38712.576,0.15,5806.8864,0.25,11129.8656,55649.33,0.12,6677.91936,10258.83464
5/19/2015,Barbara Garcia,Customer_94670,Honda,2019,16242.48,0.15,2436.372,0.25,4669.713,23348.57,0.02,466.9713,6639.1187
10/17/2015,William Young,Customer_94671,Nissan,2019,24895.08,0.15,3734.262,0.25,7157.3355,35786.68,0.11,3936.534525,6955.065475
12/19/2010,Edward Adams,Customer_94672,Toyota,2016,20053.656,0.15,3008.0484,0.25,5765.4261,28827.13,0.08,2306.17044,6467.30356
10/27/2009,Susan Martinez,Customer_94675,Tesla,2023,41355.15,0.15,6203.2725,0.25,11889.60563,59448.03,0.15,8917.204219,9175.675781
5/2/2014,Daniel Taylor,Customer_94678,Ford,2024,44577.12,0.15,6686.568,0.25,12815.922,64079.61,0.12,7689.5532,11812.9368
7/2/2016,Nancy King,Customer_94680,Chevrolet,2023,27492.816,0.15,4123.9224,0.25,7904.1846,39520.92,0.04,1580.83692,10447.26708
5/26/2015,Sandra Moore,Customer_94681,Chevrolet,2019,28567.374,0.15,4285.1061,0.25,8213.120025,41065.6,0.09,3695.904011,8802.321989
9/22/2006,Jennifer Davis,Customer_94682,Mazda,2022,12907.08,0.15,1936.062,0.25,3710.7855,18553.93,0.02,371.07855,5275.77145
7/8/2013,Sandra Moore,Customer_94684,Nissan,2019,23037.804,0.15,3455.6706,0.25,6623.36865,33116.84,0.09,2980.515893,7098.520107
5/6/2014,Richard Pierce,Customer_94686,Mazda,2020,27192.9,0.15,4078.935,0.25,7817.95875,39089.79,0.15,5863.469063,6033.420937
4/27/2009,Kevin Lewis,Customer_94687,Honda,2022,17045.28,0.15,2556.792,0.25,4900.518,24502.59,0.05,1225.1295,6232.1805
10/1/2016,William Young,Customer_94689,Ford,2022,52860.504,0.15,7929.0756,0.25,15197.3949,75986.97,0.06,4559.21847,18567.24753
9/8/2011,Anthony Hernandez,Customer_94690,Mercedes,2022,296743.824,0.15,44511.5736,0.25,85313.8494,426569.25,0.03,12797.07741,117028.3486
6/4/2012,Susan Martinez,Customer_94691,Mazda,2017,15748.416,0.15,2362.2624,0.25,4527.6696,22638.35,0.14,3169.36872,3720.56528
7/23/2023,Joseph Scott,Customer_94692,Honda,2020,31133.082,0.15,4669.9623,0.25,8950.761075,44753.81,0.13,5817.994699,7802.733301
8/20/2023,John Smith,Customer_94693,Honda,2017,31479.168,0.15,4721.8752,0.25,9050.2608,45251.3,0.12,5430.15648,8341.97552
12/9/2010,Christopher Martinez,Customer_94695,Honda,2017,17952.48,0.15,2692.872,0.25,5161.338,25806.69,0.12,3096.8028,4757.4072
9/24/2013,Daniel Taylor,Customer_94698,Ford,2024,31359.534,0.15,4703.9301,0.25,9015.866025,45079.33,0.13,5860.312916,7859.483084
7/10/2023,Jacob Walker,Customer_94700,Tesla,2022,48517.488,0.15,7277.6232,0.25,13948.7778,69743.89,0.14,9764.14446,11462.25754
2/12/2009,Daniel Taylor,Customer_94703,BMW,2024,32458.536,0.15,4868.7804,0.25,9331.8291,46659.15,0.14,6532.28037,7668.33363
11/20/2015,Anthony Hernandez,Customer_94704,Nissan,2019,16579.554,0.15,2486.9331,0.25,4766.621775,23833.11,0.01,238.3310888,7015.224911
8/16/2007,James Miller,Customer_94705,Toyota,2018,17943.66,0.15,2691.549,0.25,5158.80225,25794.01,0.05,1289.700563,6560.649437
7/5/2016,Christopher Martinez,Customer_94708,Ford,2024,34874.91,0.15,5231.2365,0.25,10026.53663,50132.68,0.05,2506.634156,12751.13584
2/28/2015,Richard Pierce,Customer_94709,Lamborghini,2020,324323.28,0.15,48648.492,0.25,93242.943,466214.72,0.02,9324.2943,132567.1457
3/30/2017,Daniel Taylor,Customer_94710,Honda,2019,23335.872,0.15,3500.3808,0.25,6709.0632,33545.32,0.12,4025.43792,6184.01008
4/11/2010,Patricia Wilson,Customer_94711,Chevrolet,2018,22986.81,0.15,3448.0215,0.25,6608.707875,33043.54,0.05,1652.176969,8404.553031
4/15/2007,Daniel Taylor,Customer_94712,Toyota,2018,16891.416,0.15,2533.7124,0.25,4856.2821,24281.41,0.08,1942.51284,5447.48116
10/10/2023,Karen Green,Customer_94714,Toyota,2020,29307.408,0.15,4396.1112,0.25,8425.8798,42129.4,0.04,1685.17596,11136.81604
11/14/2010,David Williams,Customer_94715,Chevrolet,2021,25500.384,0.15,3825.0576,0.25,7331.3604,36656.8,0.04,1466.27208,9690.14392
9/6/2013,Margaret Lopez,Customer_94716,Chevrolet,2023,20342.52,0.15,3051.378,0.25,5848.4745,29242.37,0.1,2924.23725,5975.61275
5/17/2007,Susan Martinez,Customer_94717,Toyota,2022,18217.584,0.15,2732.6376,0.25,5237.5554,26187.78,0.06,1571.26662,6398.92938
12/19/2009,Emily Johnson,Customer_94718,Toyota,2024,27704.016,0.15,4155.6024,0.25,7964.9046,39824.52,0.02,796.49046,11324.01354
12/12/2013,Ryan Robinson,Customer_94721,Ford,2019,57946.662,0.15,8691.9993,0.25,16659.66533,83298.33,0.11,9162.815929,16188.85207
3/3/2017,Ryan Robinson,Customer_94722,Mazda,2020,21784.194,0.15,3267.6291,0.25,6262.955775,31314.78,0.11,3444.625676,6085.960324
10/12/2012,Dorothy Hall,Customer_94724,Ford,2022,34076.958,0.15,5111.5437,0.25,9797.125425,48985.63,0.13,6368.131526,8540.540474
1/23/2010,Jessica Brown,Customer_94725,Ford,2020,44981.37,0.15,6747.2055,0.25,12932.14388,64660.72,0.05,3233.035969,16446.31403
7/18/2013,David Williams,Customer_94726,Honda,2015,22779.252,0.15,3416.8878,0.25,6549.03495,32745.17,0.02,654.903495,9311.014505
3/12/2023,Jacob Walker,Customer_94727,Ford,2017,59285.676,0.15,8892.8514,0.25,17044.63185,85223.16,0.13,11079.0107,14858.4733
4/5/2010,James Miller,Customer_94728,BMW,2020,53365.41,0.15,8004.8115,0.25,15342.55538,76712.78,0.05,3835.638844,19511.73116
2/19/2013,Matthew White,Customer_94729,Chevrolet,2020,29718.576,0.15,4457.7864,0.25,8544.0906,42720.45,0.08,3417.63624,9584.23776
4/12/2011,Richard Pierce,Customer_94730,Honda,2018,14572.428,0.15,2185.8642,0.25,4189.57305,20947.87,0.09,1885.307873,4490.134127
4/8/2012,Nancy King,Customer_94731,Honda,2017,30617.4,0.15,4592.61,0.25,8802.5025,44012.51,0.1,4401.25125,8993.85875
7/1/2009,Jessica Brown,Customer_94732,Nissan,2016,30066.816,0.15,4510.0224,0.25,8644.2096,43221.05,0.04,1728.84192,11425.39208
4/16/2012,Richard Pierce,Customer_94733,Honda,2021,24109.47,0.15,3616.4205,0.25,6931.472625,34657.36,0.05,1732.868156,8815.021844
5/17/2012,Sandra Moore,Customer_94734,Mercedes,2019,380693.988,0.15,57104.0982,0.25,109449.5216,547247.61,0.02,10944.95216,155608.6698
1/30/2015,Edward Adams,Customer_94735,Nissan,2016,27631.368,0.15,4144.7052,0.25,7944.0183,39720.09,0.08,3177.60732,8911.11468
2/2/2017,Susan Martinez,Customer_94736,Toyota,2020,26502.948,0.15,3975.4422,0.25,7619.59755,38097.99,0.14,5333.718285,6261.323715
10/4/2015,Richard Pierce,Customer_94739,Nissan,2016,15620.85,0.15,2343.1275,0.25,4490.994375,22454.97,0.05,1122.748594,5711.371406
1/25/2017,Linda Anderson,Customer_94740,Toyota,2020,29581.056,0.15,4437.1584,0.25,8504.5536,42522.77,0.11,4677.50448,8264.20952
3/2/2010,David Williams,Customer_94741,Chevrolet,2023,17264.28,0.15,2589.642,0.25,4963.4805,24817.4,0.1,2481.74025,5071.37975
1/13/2012,Daniel Taylor,Customer_94742,Toyota,2023,28263.564,0.15,4239.5346,0.25,8125.77465,40628.87,0.14,5688.042255,6677.263745
9/18/2023,Richard Pierce,Customer_94749,Chevrolet,2020,12853.89,0.15,1928.0835,0.25,3695.493375,18477.47,0.05,923.8733438,4699.706656
8/15/2016,Daniel Taylor,Customer_94751,Honda,2023,27984.276,0.15,4197.6414,0.25,8045.47935,40227.4,0.03,1206.821903,11036.3021
3/12/2009,Karen Green,Customer_94752,Chevrolet,2023,31169.82,0.15,4675.473,0.25,8961.32325,44806.62,0.1,4480.661625,9156.138375
3/10/2014,Jessica Brown,Customer_94754,Mazda,2022,12884.298,0.15,1932.6447,0.25,3704.235675,18521.18,0.07,1296.482486,4340.399514
8/24/2009,Emily Johnson,Customer_94756,Mazda,2024,14091.084,0.15,2113.6626,0.25,4051.18665,20255.93,0.14,2835.830655,3329.015345
11/28/2010,Patricia Wilson,Customer_94757,Nissan,2020,27303.57,0.15,4095.5355,0.25,7849.776375,39248.88,0.05,1962.444094,9982.865906
7/12/2014,Karen Green,Customer_94759,Mazda,2024,14754.3,0.15,2213.145,0.25,4241.86125,21209.31,0.1,2120.930625,4334.079375
4/25/2009,Susan Martinez,Customer_94760,Tesla,2022,45878.1,0.15,6881.715,0.25,13189.95375,65949.77,0.15,9892.465313,10179.20469
1/23/2014,Jennifer Davis,Customer_94761,Toyota,2015,14234.31,0.15,2135.1465,0.25,4092.364125,20461.82,0.09,1841.563856,4385.946144
3/4/2007,Karen Green,Customer_94762,Toyota,2017,15576.318,0.15,2336.4477,0.25,4478.191425,22390.96,0.09,2015.186141,4799.455859
1/30/2006,Richard Pierce,Customer_94763,Toyota,2022,25471.164,0.15,3820.6746,0.25,7322.95965,36614.8,0.06,2196.887895,8946.748105
12/21/2023,Matthew White,Customer_94764,BMW,2015,45330.9,0.15,6799.635,0.25,13032.63375,65163.17,0.06,3909.790125,15922.47988
7/19/2010,Nancy King,Customer_94765,Tesla,2017,56160.72,0.15,8424.108,0.25,16146.207,80731.04,0.1,8073.1035,16497.2165
12/20/2011,Richard Pierce,Customer_94767,Lamborghini,2021,238179.528,0.15,35726.9292,0.25,68476.6143,342383.07,0.08,27390.64572,76812.89628
12/3/2015,Edward Adams,Customer_94769,Nissan,2024,29147.88,0.15,4372.182,0.25,8380.0155,41900.08,0.06,2514.00465,10238.19535
11/19/2015,Karen Green,Customer_94771,Toyota,2023,28814.688,0.15,4322.2032,0.25,8284.2228,41421.11,0.12,4970.53368,7635.88832
4/8/2011,Elizabeth Thomas,Customer_94774,Toyota,2024,17191.476,0.15,2578.7214,0.25,4942.54935,24712.75,0.07,1729.892273,5791.381727
11/3/2007,Elizabeth Thomas,Customer_94775,Toyota,2020,21496.23,0.15,3224.4345,0.25,6180.166125,30900.83,0.05,1545.041531,7859.558469
12/28/2014,Susan Martinez,Customer_94776,Toyota,2022,28814.868,0.15,4322.2302,0.25,8284.27455,41421.37,0.14,5798.992185,6807.509815
8/27/2017,Karen Green,Customer_94777,Nissan,2016,24360.072,0.15,3654.0108,0.25,7003.5207,35017.6,0.06,2101.05621,8556.47179
2/18/2014,Dorothy Hall,Customer_94778,Nissan,2023,24296.472,0.15,3644.4708,0.25,6985.2357,34926.18,0.06,2095.57071,8534.13729
3/6/2012,Donna Lee,Customer_94779,BMW,2015,27048.006,0.15,4057.2009,0.25,7776.301725,38881.51,0.03,1166.445259,10667.05874
10/4/2016,Sandra Moore,Customer_94780,Honda,2016,19460.988,0.15,2919.1482,0.25,5595.03405,27975.17,0.02,559.503405,7954.678595
7/16/2017,Kevin Lewis,Customer_94782,Tesla,2015,41610.558,0.15,6241.5837,0.25,11963.03543,59815.18,0.03,1794.455314,16410.16669
7/24/2016,Jessica Brown,Customer_94783,Honda,2020,24000.876,0.15,3600.1314,0.25,6900.25185,34501.26,0.14,4830.176295,5670.207705
12/18/2017,Emily Johnson,Customer_94786,Toyota,2024,27635.004,0.15,4145.2506,0.25,7945.06365,39725.32,0.11,4369.785008,7720.530992
6/12/2016,Emily Johnson,Customer_94787,BMW,2018,66473.154,0.15,9970.9731,0.25,19111.03178,95555.16,0.13,12422.17065,16659.83535
9/15/2014,Emily Johnson,Customer_94788,Toyota,2023,14128.02,0.15,2119.203,0.25,4061.80575,20309.03,0.14,2843.264025,3337.745975
1/24/2023,Dorothy Hall,Customer_94791,Toyota,2024,30128.964,0.15,4519.3446,0.25,8662.07715,43310.39,0.13,5630.350148,7551.075852
8/29/2007,Margaret Lopez,Customer_94792,BMW,2019,50447.958,0.15,7567.1937,0.25,14503.78793,72518.94,0.03,2175.568189,19895.41381
1/12/2007,Jennifer Davis,Customer_94794,Mazda,2022,25952.28,0.15,3892.842,0.25,7461.2805,37306.4,0.15,5595.960375,5758.159625
4/7/2006,James Miller,Customer_94795,Toyota,2023,21796.86,0.15,3269.529,0.25,6266.59725,31332.99,0.03,939.9895875,8596.140413
3/24/2014,Linda Anderson,Customer_94796,Tesla,2016,40240.11,0.15,6036.0165,0.25,11569.03163,57845.16,0.15,8676.773719,8928.276281
11/19/2014,Kevin Lewis,Customer_94797,Honda,2015,27620.112,0.15,4143.0168,0.25,7940.7822,39703.91,0.04,1588.15644,10495.64156
11/29/2011,William Young,Customer_94798,Mazda,2016,25217.118,0.15,3782.5677,0.25,7249.921425,36249.61,0.07,2537.472499,8495.019501
8/16/2011,Jessica Brown,Customer_94799,Ford,2019,40274.628,0.15,6041.1942,0.25,11578.95555,57894.78,0.09,5210.529998,12409.622
2/9/2009,Nancy King,Customer_94801,Nissan,2019,28551.666,0.15,4282.7499,0.25,8208.603975,41043.02,0.07,2873.011391,9618.342609
5/11/2015,Margaret Lopez,Customer_94802,Toyota,2020,32363.064,0.15,4854.4596,0.25,9304.3809,46521.9,0.08,3721.75236,10437.08364
11/28/2016,Emily Johnson,Customer_94804,Ford,2024,60758.136,0.15,9113.7204,0.25,17467.9641,87339.82,0.02,1746.79641,24834.88759
3/7/2010,Jennifer Davis,Customer_94806,Nissan,2022,29475.126,0.15,4421.2689,0.25,8474.098725,42370.49,0.09,3813.344426,9082.019574
12/2/2017,William Young,Customer_94808,Mercedes,2018,506986.764,0.15,76048.0146,0.25,145758.6947,728793.47,0.06,43727.6084,178079.0976
10/5/2012,Kevin Lewis,Customer_94809,Toyota,2018,30640.896,0.15,4596.1344,0.25,8809.2576,44046.29,0.04,1761.85152,11643.54248
8/13/2016,Mary Butler,Customer_94811,Honda,2021,19112.496,0.15,2866.8744,0.25,5494.8426,27474.21,0.09,2472.67917,5889.03483
8/5/2023,Edward Adams,Customer_94812,Honda,2024,29058.912,0.15,4358.8368,0.25,8354.4372,41772.19,0.01,417.72186,12295.55614
4/22/2009,David Williams,Customer_94813,Tesla,2021,41486.04,0.15,6222.906,0.25,11927.2365,59636.18,0.07,4174.532775,13975.60723
8/20/2023,Nancy King,Customer_94815,Toyota,2018,14452.992,0.15,2167.9488,0.25,4155.2352,20776.18,0.08,1662.09408,4661.09392
1/27/2009,Dorothy Hall,Customer_94818,Toyota,2024,20139.24,0.15,3020.886,0.25,5790.0315,28950.16,0.1,2895.01575,5915.90425
9/10/2015,Mary Butler,Customer_94819,Toyota,2016,24545.106,0.15,3681.7659,0.25,7056.717975,35283.59,0.03,1058.507696,9679.976304
3/24/2023,John Smith,Customer_94820,Mazda,2024,29767.5,0.15,4465.125,0.25,8558.15625,42790.78,0.05,2139.539063,10883.74094
6/15/2009,Jennifer Davis,Customer_94823,Toyota,2021,15660.324,0.15,2349.0486,0.25,4502.34315,22511.72,0.11,2476.288733,4375.107267
5/31/2013,Matthew White,Customer_94825,Tesla,2017,42713.424,0.15,6407.0136,0.25,12280.1094,61400.55,0.04,2456.02188,16231.10412
6/19/2014,Christopher Martinez,Customer_94826,Toyota,2023,16848.3,0.15,2527.245,0.25,4843.88625,24219.43,0.13,3148.526063,4222.603937
